,SalePrice
1365,130687.14951899966
1366,142661.19308197536
1367,208805.90776247918
1368,176699.89130126103
1369,249377.1268585985
1370,184110.9913526489
1371,208455.12555180854
1372,256224.42073532287
1373,209142.34461471788
1374,225975.7776542685
1375,190160.93596482786
1376,157840.27071664706
1377,150993.2540376331
1378,176748.2163081346
1379,188332.6314150539
1380,199394.13518046198
1381,200868.73813373543
1382,132582.19200548294
1383,149765.3445663417
1384,123053.88573335495
1385,203283.94858050215
1386,192311.62909474273
1387,212020.94128521974
1388,215607.12704114392
1389,282920.1369385746
1390,247455.2550018207
1391,243213.49981627322
1392,221652.96386048902
1393,140993.74923353514
1394,189015.9501878575
1395,208388.23432985356
1396,190481.5458797823
1397,189240.5470144497
1398,119437.03009107475
1399,120310.42646081612
1400,144761.59236035767
1401,195884.59540607964
1402,118627.82696969181
1403,268839.0694046883
1404,142076.17084836608
1405,168397.92646789478
1406,91453.51815028499
1407,134095.31757927258
1408,129230.1208597127
1409,137416.6845148802
1410,106082.59581572052
1411,55742.15424591172
1412,96309.94486003599
1413,132881.6526600646
1414,130903.4763247939
1415,139578.0724802133
1416,136644.99818248447
1417,163160.92731226908
1418,127816.5911642356
1419,119149.32274277521
1420,137839.36681500793
1421,142160.39953569544
1422,168688.38530161852
1423,155963.23154532287
1424,163114.81156173555
1425,182112.70175581492
1426,115687.79886461898
1427,131138.85173507963
1428,64514.10133538788
1429,77236.91753933778
1430,146606.03726678595
1431,60095.62096406287
1432,112700.61903306031
1433,63896.68354308712
1434,263804.29789128155
1435,262721.58874041674
1436,189213.3176353525
1437,182352.72006062118
1438,248915.42779575355
1439,157209.37168512106
1440,170582.75026164332
1441,178624.87954219332
1442,330588.3468731305
1443,348601.34047197155
1444,108067.92296201712
1445,188453.29929533735
1446,112021.87324048312
1447,121211.04152405444
1448,159535.2227137523
1449,76438.10594609674
1450,93017.76672802061
1451,146231.616950885
1452,92955.18050874869
1453,84562.14319020971
1454,84562.14319020971
1455,92955.18050874869
1456,144829.0733452055
1457,112973.58385431745
1458,236667.4609846613
