,1stFlrSF,2ndFlrSF,3SsnPorch,BedroomAbvGr,BldgType,BsmtFinSF1,BsmtFinSF2,BsmtFullBath,BsmtHalfBath,BsmtUnfSF,CentralAir,Condition1,Condition2,Electrical,EnclosedPorch,ExterCond,ExterQual,Exterior1st,Exterior2nd,Fireplaces,Foundation,FullBath,Functional,GarageArea,GarageCars,GrLivArea,HalfBath,HasBsmt,Heating,HeatingQC,HouseStyle,Id,KitchenAbvGr,KitchenQual,LandContour,LandSlope,LotArea,LotConfig,LotShape,LowQualFinSF,MSSubClass,MSZoning,MiscVal,MoSold,Neighborhood,OpenPorchSF,OverallCond,OverallQual,PavedDrive,PoolArea,RoofMatl,RoofStyle,SaleCondition,SaleType,ScreenPorch,Street,TotRmsAbvGrd,TotalBsmtSF,Utilities,WoodDeckSF,YearBuilt,YearRemodAdd,YrSold
219,1248,0,0,2,TwnhsE,16.0,0.0,0.0,0.0,1232.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,438.0,2.0,7.129297548929373,0,1,GasA,Ex,1Story,220,1,Gd,Lvl,Gtl,3010,Inside,Reg,0,120,RL,0,3,Blmngtn,0,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,5,7.129297548929373,AllPub,108,2005,2006,2006
220,1498,0,0,2,1Fam,0.0,0.0,0.0,0.0,1498.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,675.0,2.0,7.311886164077165,0,1,GasA,Ex,1Story,221,1,Gd,Lvl,Gtl,8990,Inside,IR1,0,20,RL,0,4,CollgCr,33,5,7,Y,0,CompShg,Gable,Partial,New,0,Pave,5,7.311886164077165,AllPub,351,2006,2006,2006
221,1010,1257,0,4,1Fam,0.0,0.0,0.0,0.0,1010.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,390.0,2.0,7.726212650507529,1,1,GasA,Ex,2Story,222,1,Gd,Lvl,Gtl,8068,Inside,IR1,0,60,RL,0,12,Gilbert,46,5,6,Y,0,CompShg,Gable,Normal,ConLI,0,Pave,8,6.917705609835305,AllPub,120,2002,2002,2009
222,811,741,0,3,1Fam,550.0,0.0,1.0,0.0,163.0,Y,RRAn,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,CBlock,2,Typ,434.0,2.0,7.347299700743164,1,1,GasA,TA,2Story,223,1,TA,Lvl,Gtl,11475,Inside,Reg,0,60,RL,0,2,NWAmes,208,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.569481420414296,AllPub,209,1975,1975,2006
223,864,0,0,2,1Fam,524.0,180.0,0.0,0.0,160.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,576.0,2.0,6.761572768804055,0,1,GasA,Gd,1Story,224,1,TA,Lvl,Gtl,10500,FR2,Reg,0,20,RL,0,3,NAmes,0,6,4,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,4,6.761572768804055,AllPub,216,1971,1971,2009
224,2392,0,0,3,1Fam,56.0,0.0,0.0,0.0,2336.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,1,PConc,2,Typ,968.0,3.0,7.779885115070522,0,1,GasA,Ex,1Story,225,1,Ex,Lvl,Gtl,13472,Inside,Reg,0,20,RL,0,6,NridgHt,105,5,10,Y,0,CompShg,Hip,Normal,WD,0,Pave,8,7.779885115070522,AllPub,248,2003,2003,2009
225,630,672,0,3,Twnhs,0.0,0.0,0.0,0.0,630.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,2,Typ,280.0,1.0,7.171656822768514,1,1,GasA,TA,2Story,226,1,TA,Lvl,Gtl,1680,Inside,Reg,0,160,RM,0,5,BrDale,0,5,5,Y,0,CompShg,Gable,Abnorml,COD,0,Pave,6,6.4457198193855785,AllPub,0,1971,1971,2009
226,1214,1306,0,4,1Fam,565.0,0.0,0.0,0.0,638.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,721.0,3.0,7.832014180505469,1,1,GasA,Ex,2Story,227,1,Gd,Lvl,Gtl,9950,Inside,IR1,0,60,RL,0,6,NoRidge,114,5,7,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,9,7.0925737159746784,AllPub,224,1995,1995,2007
227,483,504,0,2,Twnhs,321.0,0.0,0.0,0.0,162.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,280.0,1.0,6.894670039433482,1,1,GasA,TA,2Story,228,1,TA,Lvl,Gtl,1869,Inside,Reg,0,160,RM,0,9,BrDale,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.180016653652572,AllPub,0,1970,1970,2008
228,912,0,0,3,1Fam,842.0,0.0,0.0,0.0,70.0,Y,Feedr,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,1,CBlock,1,Typ,336.0,1.0,6.815639990074331,0,1,GasA,TA,1Story,229,1,TA,Lvl,Gtl,8521,FR2,Reg,0,20,RL,0,5,Sawyer,0,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.815639990074331,AllPub,0,1967,1967,2010
229,1555,0,0,2,TwnhsE,16.0,0.0,0.0,0.0,1357.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,430.0,2.0,7.349230824613334,0,1,GasA,Ex,1Story,230,1,Gd,Lvl,Gtl,3182,Inside,Reg,0,120,RL,0,5,Blmngtn,20,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.224753405767971,AllPub,143,2005,2006,2009
230,1194,0,0,3,1Fam,0.0,0.0,1.0,0.0,1194.0,Y,Norm,Norm,SBrkr,120,TA,TA,MetalSd,MetalSd,0,CBlock,1,Typ,312.0,1.0,7.085064293952548,0,1,GasA,TA,1Story,231,1,TA,Lvl,Gtl,8760,Inside,Reg,0,20,RL,0,4,NAmes,0,6,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.085064293952548,AllPub,0,1959,1959,2010
231,1490,1304,0,4,1Fam,689.0,0.0,1.0,0.0,773.0,Y,Norm,Norm,SBrkr,202,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,810.0,3.0,7.935229539816907,1,1,GasA,Ex,2Story,232,1,Ex,Lvl,Gtl,15138,Inside,IR1,0,60,RL,0,7,NoRidge,146,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,7.2875606403097235,AllPub,0,1995,1996,2009
232,483,504,0,2,Twnhs,0.0,0.0,0.0,0.0,483.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,1,CBlock,1,Typ,288.0,1.0,6.894670039433482,1,1,GasA,TA,2Story,233,1,TA,Lvl,Gtl,1680,Inside,Reg,0,160,RM,0,6,BrDale,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.180016653652572,AllPub,0,1972,1972,2006
233,894,0,0,3,1Fam,182.0,712.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,308.0,1.0,6.795705775173514,0,1,GasA,TA,1Story,234,1,TA,Lvl,Gtl,10650,Corner,Reg,0,20,RL,0,2,CollgCr,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.795705775173514,AllPub,365,1976,1976,2010
234,860,1100,0,4,1Fam,625.0,0.0,1.0,0.0,235.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,2,PConc,2,Typ,440.0,2.0,7.580699752224563,1,1,GasA,Ex,2Story,235,1,Gd,Lvl,Gtl,7851,Inside,Reg,0,60,RL,0,5,Gilbert,48,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.756932389247553,AllPub,288,2002,2002,2010
235,483,504,0,2,TwnhsE,358.0,0.0,0.0,0.0,125.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,1,Typ,264.0,1.0,6.894670039433482,1,1,GasA,TA,2Story,236,1,TA,Lvl,Gtl,1680,Inside,Reg,0,160,RM,0,8,BrDale,0,3,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.180016653652572,AllPub,0,1971,1971,2008
236,1414,0,0,3,1Fam,24.0,0.0,0.0,0.0,1390.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,494.0,2.0,7.254177846456518,0,1,GasA,Ex,1Story,237,1,Gd,Lvl,Gtl,8773,FR2,Reg,0,20,RL,0,5,CollgCr,105,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.254177846456518,AllPub,132,2004,2004,2010
237,1014,730,238,3,1Fam,402.0,0.0,0.0,0.0,594.0,Y,RRNe,Norm,SBrkr,0,TA,Gd,HdBoard,HdBoard,0,PConc,2,Typ,457.0,2.0,7.463936604468925,1,1,GasA,Ex,2Story,238,1,Gd,Lvl,Gtl,9453,CulDSac,IR1,0,60,RL,0,2,SawyerW,70,7,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.903747257584598,AllPub,370,1993,2003,2010
238,1694,0,0,3,1Fam,0.0,0.0,0.0,0.0,1694.0,Y,Norm,Norm,SBrkr,0,TA,Ex,VinylSd,VinylSd,0,PConc,2,Typ,818.0,3.0,7.434847875211999,0,1,GasA,Ex,1Story,239,1,Gd,Lvl,Gtl,12030,Inside,Reg,0,20,RL,0,12,NridgHt,228,5,8,Y,0,CompShg,Hip,Partial,New,0,Pave,7,7.434847875211999,AllPub,168,2007,2007,2007
239,798,689,0,3,1Fam,94.0,0.0,0.0,0.0,641.0,Y,Norm,Norm,FuseA,0,TA,TA,VinylSd,VinylSd,1,CBlock,1,Typ,220.0,1.0,7.304515946460155,1,1,GasA,TA,1.5Fin,240,1,TA,Lvl,Gtl,8741,Inside,Reg,0,50,RL,0,4,Edwards,140,4,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.5998704992128365,AllPub,0,1945,1950,2010
240,1566,0,0,3,1Fam,1078.0,0.0,1.0,0.0,488.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,750.0,2.0,7.356279876550748,0,1,GasA,Ex,1Story,241,1,Gd,Lvl,Gtl,9000,Inside,Reg,0,20,FV,0,4,Somerst,168,5,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.356279876550748,AllPub,144,2008,2008,2010
241,866,0,0,2,1Fam,329.0,0.0,0.0,0.0,357.0,Y,Norm,Norm,SBrkr,0,Gd,TA,VinylSd,VinylSd,0,CBlock,1,Typ,0.0,0.0,6.763884908562435,0,1,GasA,Gd,1Story,242,1,Gd,Lvl,Gtl,3880,Inside,Reg,0,30,RM,0,8,OldTown,42,9,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.530877627725885,AllPub,58,1945,1997,2007
242,889,551,0,3,1Fam,0.0,0.0,0.0,0.0,540.0,N,Norm,Norm,FuseA,77,TA,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,352.0,1.0,7.272398392570047,0,1,GasA,Gd,1.5Fin,243,1,TA,Lvl,Gtl,5000,Corner,Reg,0,50,RM,0,4,OldTown,0,4,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.29156913955832,AllPub,0,1900,1950,2006
243,626,591,0,3,TwnhsE,0.0,0.0,0.0,0.0,626.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,1,CBlock,1,Typ,288.0,1.0,7.104144092987527,1,1,GasA,TA,2Story,244,1,TA,Lvl,Gtl,10762,Corner,Reg,0,160,RL,0,4,SawyerW,28,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.439350371100098,AllPub,0,1980,1980,2009
244,1222,888,0,3,1Fam,695.0,0.0,1.0,0.0,253.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,2,PConc,2,Typ,463.0,2.0,7.6544432264701125,1,1,GasA,Ex,2Story,245,1,Gd,Lvl,Gtl,8880,Inside,IR1,0,60,RL,0,5,SawyerW,130,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.854354502255021,AllPub,0,1994,2002,2010
245,1872,0,0,3,1Fam,929.0,0.0,0.0,1.0,916.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,1,CBlock,2,Typ,604.0,2.0,7.534762657037537,0,1,GasA,Gd,1Story,246,1,TA,Lvl,Gtl,10400,Inside,Reg,0,20,RL,0,6,NWAmes,39,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.520234556474628,AllPub,197,1988,1988,2006
246,908,1020,0,4,2fmCon,0.0,0.0,0.0,0.0,1020.0,N,Norm,Norm,FuseP,112,Fa,TA,AsbShng,AsbShng,0,Stone,2,Typ,440.0,1.0,7.564238475170491,0,1,GasA,Gd,2Story,247,2,Fa,Lvl,Gtl,9142,Inside,Reg,0,190,RM,0,4,OldTown,60,8,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,6.927557906278317,AllPub,0,1910,1950,2006
247,1375,0,0,2,1Fam,0.0,0.0,0.0,0.0,1367.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,BrkFace,1,CBlock,1,Typ,451.0,2.0,7.226209010100671,0,1,GasA,Ex,1Story,248,1,TA,Lvl,Gtl,11310,Inside,Reg,0,20,RL,0,6,NAmes,30,5,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,5,7.220373836723949,AllPub,0,1954,1954,2006
248,840,828,0,3,1Fam,0.0,0.0,0.0,0.0,840.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,500.0,2.0,7.419380582918692,1,1,GasA,Ex,2Story,249,1,Gd,Lvl,Gtl,11317,Inside,Reg,0,60,RL,0,9,CollgCr,68,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.733401891837359,AllPub,144,2003,2003,2007
249,1444,700,0,4,1Fam,697.0,0.0,0.0,1.0,747.0,Y,Norm,Norm,SBrkr,0,TA,Gd,Wd Sdng,HdBoard,2,CBlock,2,Typ,389.0,2.0,7.670428522190693,0,1,GasA,Gd,1.5Fin,250,1,Gd,Low,Sev,159000,CulDSac,IR2,0,50,RL,500,6,ClearCr,98,7,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.275172319452771,AllPub,0,1958,2006,2007
250,1306,0,0,3,1Fam,0.0,0.0,0.0,0.0,728.0,Y,Norm,Norm,SBrkr,0,Po,TA,Wd Sdng,Plywood,0,CBlock,1,Mod,0.0,0.0,7.174724309836376,0,1,GasA,Ex,1Story,251,1,Fa,Lvl,Gtl,5350,Inside,IR1,0,30,RL,450,5,BrkSide,0,2,3,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.590301048196686,AllPub,263,1940,1966,2010
251,1625,0,0,2,TwnhsE,1573.0,0.0,1.0,1.0,0.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,538.0,2.0,7.393263094763838,0,1,GasA,Ex,1Story,252,1,Gd,HLS,Mod,4750,Inside,IR1,0,120,RM,0,12,Crawfor,0,5,8,Y,0,CompShg,Hip,Family,WD,153,Pave,5,7.360739903058278,AllPub,123,2006,2007,2007
252,798,842,0,3,1Fam,0.0,0.0,0.0,0.0,798.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,520.0,2.0,7.402451520818244,1,1,GasA,Ex,2Story,253,1,Gd,Lvl,Gtl,8366,Inside,IR1,0,60,RL,0,12,SawyerW,45,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.682108597449809,AllPub,138,2004,2004,2008
253,1302,0,0,3,1Fam,270.0,580.0,0.0,1.0,452.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,HdBoard,0,CBlock,2,Min1,309.0,1.0,7.171656822768514,0,1,GasA,Ex,SLvl,254,1,Gd,Lvl,Gtl,9350,Inside,Reg,0,80,RL,0,10,NAmes,0,7,6,Y,0,CompShg,Hip,Normal,CWD,0,Pave,7,7.171656822768514,AllPub,333,1964,1991,2007
254,1314,0,0,3,1Fam,922.0,0.0,1.0,0.0,392.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,0,CBlock,1,Typ,294.0,1.0,7.1808311990445555,0,1,GasA,TA,1Story,255,1,TA,Lvl,Gtl,8400,Inside,Reg,0,20,RL,0,6,NAmes,0,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,7.1808311990445555,AllPub,250,1957,1957,2010
255,1005,1286,0,4,1Fam,0.0,0.0,0.0,0.0,975.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,429.0,2.0,7.736743682453495,1,1,GasA,Ex,2Story,256,1,Gd,Lvl,Gtl,8738,Inside,IR1,0,60,RL,0,2,Gilbert,0,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.882437470997847,AllPub,192,1999,1999,2006
256,864,864,0,3,1Fam,503.0,0.0,0.0,0.0,361.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,673.0,2.0,7.454719949364001,1,1,GasA,Ex,2Story,257,1,Gd,Lvl,Gtl,8791,Inside,IR1,0,60,FV,0,5,Somerst,56,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.761572768804055,AllPub,216,2003,2003,2008
257,1604,0,0,3,1Fam,1334.0,0.0,1.0,0.0,270.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,660.0,2.0,7.38025578842646,1,1,GasA,Ex,1Story,258,1,Gd,Lvl,Gtl,8814,Inside,Reg,0,20,RL,0,3,CollgCr,110,5,7,Y,0,CompShg,Gable,Abnorml,WD,0,Pave,8,7.38025578842646,AllPub,123,2006,2006,2009
258,963,829,245,3,1Fam,361.0,0.0,0.0,0.0,602.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,564.0,2.0,7.491087593534876,1,1,GasA,Ex,2Story,259,1,Gd,Lvl,Gtl,12435,Inside,Reg,0,60,RL,0,5,CollgCr,96,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,6.870053411798126,AllPub,0,2001,2001,2008
259,882,0,0,2,1Fam,0.0,0.0,0.0,0.0,0.0,Y,Norm,Norm,FuseA,0,TA,TA,BrkFace,BrkFace,0,PConc,1,Typ,308.0,1.0,6.782192056006791,0,0,GasA,Gd,1Story,260,1,TA,Lvl,Gtl,12702,Inside,Reg,0,20,RM,0,12,OldTown,45,5,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,0.0,AllPub,0,1956,1956,2008
260,1382,0,0,3,1Fam,672.0,690.0,1.0,0.0,0.0,Y,Artery,Norm,SBrkr,252,TA,TA,Wd Sdng,Wd Sdng,1,CBlock,1,Typ,884.0,2.0,7.231287004327616,0,1,GasA,TA,SLvl,261,1,TA,Lvl,Gtl,19296,Corner,Reg,0,80,RL,0,5,NAmes,0,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,7.216709486709457,AllPub,0,1962,1962,2009
261,1482,1092,0,3,1Fam,0.0,0.0,0.0,0.0,1482.0,Y,Norm,Norm,SBrkr,0,TA,Gd,CemntBd,CmentBd,1,PConc,2,Typ,868.0,3.0,7.853216388156072,1,1,GasA,Ex,2Story,262,1,Ex,Lvl,Gtl,9588,Inside,IR1,0,60,RL,0,11,CollgCr,148,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,10,7.301147805856032,AllPub,0,2007,2007,2007
262,1212,0,0,3,1Fam,506.0,0.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,Plywood,1,CBlock,1,Typ,492.0,2.0,7.10002716662926,0,1,GasA,TA,SLvl,263,1,TA,Lvl,Gtl,8471,Corner,IR1,0,80,RL,0,7,Sawyer,12,7,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.226536669287466,AllPub,292,1977,1995,2006
263,926,0,0,3,1Fam,234.0,692.0,1.0,0.0,0.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,484.0,2.0,7.182352111885263,0,1,GasA,TA,1.5Fin,264,1,TA,Lvl,Gtl,5500,Corner,Reg,390,50,RM,0,4,OldTown,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,6,6.8308742346461795,AllPub,0,1929,2001,2010
264,764,0,0,2,1Fam,0.0,0.0,0.0,0.0,680.0,N,Artery,Norm,FuseP,0,TA,TA,Wd Sdng,Wd Sdng,0,BrkTil,1,Typ,504.0,2.0,6.638567789166521,0,1,GasA,Gd,1Story,265,1,TA,Bnk,Gtl,5232,Inside,IR3,0,30,RM,0,6,OldTown,0,5,5,N,0,CompShg,Gable,Normal,WD,0,Pave,4,6.522092798170152,AllPub,0,1925,2004,2008
265,1422,0,0,3,1Fam,588.0,228.0,0.0,0.0,606.0,Y,Norm,Norm,SBrkr,0,Gd,TA,MetalSd,MetalSd,1,CBlock,2,Typ,576.0,2.0,7.259819610363186,0,1,GasA,TA,1Story,266,1,Gd,Lvl,Gtl,12090,Inside,IR1,0,20,RL,0,6,NWAmes,0,6,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.259819610363186,AllPub,276,1981,1981,2008
266,802,709,0,3,1Fam,714.0,0.0,1.0,0.0,88.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,PConc,2,Typ,413.0,2.0,7.32052696227274,1,1,GasA,Gd,2Story,267,1,TA,HLS,Gtl,11207,FR2,IR1,0,60,RL,0,6,Gilbert,75,5,6,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.687108607866515,AllPub,95,1997,1997,2006
267,1052,720,0,4,1Fam,378.0,0.0,0.0,0.0,342.0,Y,Norm,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,1,PConc,2,Typ,240.0,1.0,7.692569648067906,1,1,GasA,Ex,2.5Fin,268,1,Gd,Bnk,Mod,8400,Inside,Reg,420,75,RL,0,7,SWISU,24,8,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,8,6.579251212010101,AllPub,262,1939,1997,2008
268,778,0,0,2,1Fam,403.0,125.0,0.0,0.0,212.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,1,CBlock,1,Typ,924.0,1.0,6.656726524178391,0,1,GasA,Ex,1Story,269,1,TA,Lvl,Gtl,6900,Inside,Reg,0,30,RM,0,2,IDOTRR,25,6,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.606650186198215,AllPub,0,1940,1955,2008
269,1113,0,0,3,1Fam,751.0,0.0,1.0,0.0,392.0,Y,Norm,Norm,SBrkr,0,Gd,TA,HdBoard,HdBoard,1,CBlock,1,Typ,504.0,1.0,7.014814351275545,1,1,GasA,TA,1Story,270,1,TA,Lvl,Gtl,7917,Corner,IR1,0,20,RL,0,5,Edwards,30,7,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.04141166379481,AllPub,370,1976,1976,2007
270,1095,844,0,3,1Fam,0.0,0.0,0.0,0.0,1095.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,1053.0,3.0,7.569927655242652,1,1,GasA,Gd,2Story,271,1,Gd,Lvl,Gtl,10728,Inside,Reg,0,60,FV,0,8,Somerst,51,5,8,Y,0,CompShg,Gable,Partial,New,0,Pave,8,6.9985096422506015,AllPub,192,2006,2006,2006
271,1363,0,0,2,1Fam,226.0,1063.0,1.0,0.0,96.0,Y,Norm,Norm,SBrkr,0,TA,TA,Plywood,Plywood,2,CBlock,1,Mod,439.0,2.0,7.217443431696533,0,1,GasA,Ex,1Story,272,1,TA,Low,Sev,39104,CulDSac,IR1,0,20,RL,0,4,ClearCr,0,7,7,Y,0,Membran,Flat,Normal,WD,0,Pave,5,7.233455418621439,AllPub,81,1954,2005,2008
272,1164,1106,0,4,1Fam,524.0,0.0,0.0,0.0,628.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,1,PConc,2,Typ,671.0,3.0,7.727535110475448,1,1,GasA,Ex,2Story,273,1,Gd,Lvl,Gtl,11764,CulDSac,IR1,0,60,RL,0,4,NoRidge,57,7,8,Y,0,CompShg,Gable,Normal,WD,0,Pave,9,7.049254841255837,AllPub,132,1999,2007,2010
273,1632,0,0,3,1Fam,620.0,620.0,1.0,0.0,0.0,Y,Feedr,Norm,SBrkr,0,TA,TA,Wd Sdng,Wd Sdng,1,CBlock,2,Min1,338.0,1.0,7.397561535524052,0,1,GasA,Gd,1Story,274,1,TA,Lvl,Gtl,9600,Inside,Reg,0,20,RL,0,4,NAmes,0,6,6,Y,0,CompShg,Hip,Normal,WD,0,Pave,6,7.122866658599083,AllPub,289,1958,1988,2009
274,816,0,0,2,1Fam,546.0,0.0,0.0,0.0,270.0,Y,Norm,Norm,SBrkr,0,TA,TA,HdBoard,ImStucc,0,CBlock,1,Typ,264.0,1.0,6.704414354964107,0,1,GasA,TA,1Story,275,1,TA,Lvl,Gtl,8314,Corner,Reg,0,20,RL,0,6,Mitchel,0,7,5,Y,0,CompShg,Gable,Normal,WD,0,Pave,5,6.704414354964107,AllPub,168,1982,1982,2007
275,952,596,0,3,1Fam,0.0,0.0,0.0,0.0,952.0,N,Norm,Norm,SBrkr,0,Gd,Gd,Wd Sdng,Wd Sdng,0,BrkTil,2,Typ,672.0,2.0,7.344719054149673,1,1,GasW,Gd,1.5Fin,276,1,Ex,Lvl,Gtl,7264,Inside,Reg,0,50,RL,0,10,BrkSide,0,7,7,Y,0,CompShg,Gable,Normal,WD,144,Pave,5,6.858565034791365,AllPub,74,1925,2007,2009
276,1560,0,0,3,1Fam,0.0,0.0,0.0,0.0,1560.0,Y,Norm,Norm,SBrkr,0,TA,Gd,VinylSd,VinylSd,0,PConc,2,Typ,573.0,2.0,7.352441100243583,0,1,GasA,Ex,1Story,277,1,Gd,Lvl,Gtl,9196,Inside,IR1,0,20,RL,0,4,Mitchel,150,5,7,Y,0,CompShg,Gable,Normal,WD,0,Pave,7,7.352441100243583,AllPub,100,2003,2003,2010
277,864,0,0,2,1Fam,120.0,0.0,0.0,0.0,744.0,Y,Norm,Norm,SBrkr,0,TA,TA,VinylSd,VinylSd,0,CBlock,1,Typ,400.0,2.0,6.761572768804055,0,1,GasA,Ex,1Story,278,1,TA,Lvl,Gtl,19138,Corner,Reg,0,20,RL,0,6,Gilbert,0,5,4,Y,0,CompShg,Gable,Normal,WD,0,Pave,4,6.761572768804055,AllPub,0,1951,1951,2010
278,2121,0,0,3,1Fam,0.0,0.0,0.0,0.0,2121.0,Y,Norm,Norm,SBrkr,0,TA,Ex,CemntBd,CmentBd,1,PConc,2,Typ,732.0,3.0,7.659642954564682,1,1,GasA,Ex,1Story,279,1,Ex,Lvl,Gtl,14450,Inside,Reg,0,20,RL,0,5,NridgHt,98,5,9,Y,0,CompShg,Gable,Partial,New,142,Pave,8,7.659642954564682,AllPub,124,2006,2007,2007
